mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	1.0	0	4/4	1/4	3/4	-1				firstMeasure	2
2	1	1	4.0	0	4/4	1	0						3
3	2	5	4.0	0	4/4	1	0						4
4	3	9	5.0	0	4/4	5/4	0						5
5	4	14	4.0	0	4/4	1	0						6
6	934	18	3.0	0	4/4	3/4	0	929				end	1, 7
7	935	21	1.0	0	4/4	1/4	3/4						8
8	7	22	4.0	0	4/4	1	0	-929					9
9	8	26	4.0	0	4/4	1	0						10
10	9	30	4.0	0	4/4	1	0						11
11	10	34	3.0	0	4/4	3/4	0			end		lastMeasure	-1
