piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus
274	1: 4/4	1: 0	13	13	52.0	21	21	84.0		208.0	209	76	0	0	0	J. S. Bach	"Chorale 274:
O Ewigkeit, du Donnerwort"		"Chorale 274:
O Ewigkeit, du Donnerwort"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/274.mscz	False	41-77 (F2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	41-67 (F2-G4)												
275	1: 4/4	1: 0	13	12	49.0	13	12	49.0		196.0	201	71	0	0	0	J. S. Bach	"Chorale 275:
O Welt, ich muss dich lassen"		"Chorale 275:
O Welt, ich muss dich lassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/275.mscz	False	45-76 (A2-E5)	mxl	Piano	61-76 (C#4-E5)	Piano	45-66 (A2-F#4)												
276	1: 4/4	1: 0	11	10	40.0	11	10	40.0		160.0	188	67	0	0	0	J. S. Bach	"Chorale 276:
Kommt her, ihr lieben Schwesterlein"		"Chorale 276:
Kommt her, ihr lieben Schwesterlein"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/276.mscz	False	43-76 (G2-E5)	mxl	Piano	62-76 (D4-E5)	Piano	43-69 (G2-A4)												
277	1: 4/4	1: 0	21	20	76.0	28	27	100.0		304.0	405	142	0	0	0	J. S. Bach	"Chorale 277:
Herzlich lieb hab ich dich, o Herr"		"Chorale 277:
Herzlich lieb hab ich dich, o Herr"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/277.mscz	False	43-77 (G2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	43-65 (G2-F4)												
278	1: 4/4	1: 0	16	15	56.0	23	22	80.0		220.0	222	74	0	0	0	J. S. Bach	"Chorale 278:
Wie schön leuchtet der Morgenstern"		"Chorale 278:
Wie schön leuchtet der Morgenstern"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/278.mscz	False	42-76 (F#2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	42-66 (F#2-F#4)												
279	1: 4/4	1: 0	11	10	40.0	11	10	40.0		160.0	161	55	0	0	0	J. S. Bach	"Chorale 279:
Ach Gott und Herr"		"Chorale 279:
Ach Gott und Herr"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/279.mscz	False	41-74 (F2-D5)	mxl	Piano	60-74 (C4-D5)	Piano	41-67 (F2-G4)												
280	1: 4/4, 9: 3/4	1: 0	25	25	81.0	25	25	81.0		322.0	381	132	0	0	0	J. S. Bach	"Chorale 280:
Eins ist not, ach Herr, dies Eine"		"Chorale 280:
Eins ist not, ach Herr, dies Eine"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/280.mscz	False	43-74 (G2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	43-66 (G2-F#4)												
281	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	193	61	0	0	0	J. S. Bach	"Chorale 281:
Wo soll ich fliehen hin"		"Chorale 281:
Wo soll ich fliehen hin"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/281.mscz	False	42-77 (F#2-F5)	mxl	Piano	62-77 (D4-F5)	Piano	42-69 (F#2-A4)												
282	1: 4/4	1: 0	13	13	52.0	17	17	68.0		208.0	217	77	0	0	0	J. S. Bach	"Chorale 282:
Freu dich sehr, o meine Seele"		"Chorale 282:
Freu dich sehr, o meine Seele"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/282.mscz	False	43-81 (G2-A5)	mxl	Piano	62-81 (D4-A5)	Piano	43-67 (G2-G4)												
283	1: 4/4	1: 0	13	13	52.0	19	19	76.0		197.0	289	112	0	0	0	J. S. Bach	"Chorale 283:
Jesu, meine Freude"		"Chorale 283:
Jesu, meine Freude"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/283.mscz	False	43-79 (G2-G5)	mxl	Piano	59-79 (B3-G5)	Piano	43-67 (G2-G4)												
284	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	242	79	0	0	0	J. S. Bach	"Chorale 284:
Wenn einer schon ein Haus aufbaut"		"Chorale 284:
Wenn einer schon ein Haus aufbaut"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/284.mscz	False	43-77 (G2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	43-65 (G2-F4)												
285	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	203	67	0	0	0	J. S. Bach	"Chorale 285:
Wo Gott der Herr nicht bei uns hält"		"Chorale 285:
Wo Gott der Herr nicht bei uns hält"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/285.mscz	False	45-76 (A2-E5)	mxl	Piano	60-76 (C4-E5)	Piano	45-64 (A2-E4)												
286	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	207	76	0	0	0	J. S. Bach	"Chorale 286:
Befiehl du deine Wege (melody #1)"		"Chorale 286:
Befiehl du deine Wege (melody #1)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/286.mscz	False	45-76 (A2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	45-64 (A2-E4)												
287	1: 4/4	1: 0	10	10	40.0	15	15	60.0		160.0	150	54	0	0	0	J. S. Bach	"Chorale 287:
Herr, ich habe missgehandelt"		"Chorale 287:
Herr, ich habe missgehandelt"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/287.mscz	False	45-79 (A2-G5)	mxl	Piano	62-79 (D4-G5)	Piano	45-64 (A2-E4)												
288	1: 4/4	1: 0	11	10	40.0	11	10	40.0		160.0	189	68	0	0	0	J. S. Bach	"Chorale 288:
Gelobet seist du, Jesu Christ"		"Chorale 288:
Gelobet seist du, Jesu Christ"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/288.mscz	False	45-78 (A2-F#5)	mxl	Piano	59-78 (B3-F#5)	Piano	45-66 (A2-F#4)												
289	1: 4/4	1: 0	13	12	48.0	13	12	48.0		188.0	216	74	0	0	0	J. S. Bach	"Chorale 289:
O Welt, ich muss dich lassen"		"Chorale 289:
O Welt, ich muss dich lassen"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/289.mscz	False	41-77 (F2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	41-67 (F2-G4)												
290	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	214	73	0	0	0	J. S. Bach	"Chorale 290:
Es ist das Heil uns kommen her"		"Chorale 290:
Es ist das Heil uns kommen her"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/290.mscz	False	44-76 (G#2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	44-68 (G#2-G#4)												
291	1: 4/4	1: 0	17	16	64.0	17	16	64.0		256.0	239	77	0	0	0	J. S. Bach	"Chorale 291:
O Gott, du frommer Gott (melody #3)"		"Chorale 291:
O Gott, du frommer Gott (melody #3)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/291.mscz	False	43-76 (G2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	43-66 (G2-F#4)												
292	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	208	62	0	0	0	J. S. Bach	"Chorale 292:
Vater unser im Himmelreich"		"Chorale 292:
Vater unser im Himmelreich"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/292.mscz	False	41-77 (F2-F5)	mxl	Piano	57-77 (A3-F5)	Piano	41-65 (F2-F4)												
293	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	170	57	0	0	0	J. S. Bach	"Chorale 293:
Was Gott tut, das ist wohlgetan"		"Chorale 293:
Was Gott tut, das ist wohlgetan"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/293.mscz	False	38-76 (D2-E5)	mxl	Piano	55-76 (G3-E5)	Piano	38-62 (D2-D4)												
294	1: 4/4	1: 0	13	12	44.0	18	17	60.0		176.0	209	74	0	0	0	J. S. Bach	"Chorale 294:
Herr Jesu Christ, du höchstes Gut"		"Chorale 294:
Herr Jesu Christ, du höchstes Gut"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/294.mscz	False	42-78 (F#2-F#5)	mxl	Piano	61-78 (C#4-F#5)	Piano	42-67 (F#2-G4)												
295	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	157	51	0	0	0	J. S. Bach	"Chorale 295:
Herr Jesu Christ, meins Lebens Licht (melody #1)"		"Chorale 295:
Herr Jesu Christ, meins Lebens Licht (melody #1)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/295.mscz	False	45-78 (A2-F#5)	mxl	Piano	59-78 (B3-F#5)	Piano	45-67 (A2-G4)												
296	1: 3/4	1: 0	38	37	108.0	47	46	132.0		432.0	351	114	0	0	0	J. S. Bach	"Chorale 296:
Nun lob, mein Seel, den Herren"		"Chorale 296:
Nun lob, mein Seel, den Herren"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/296.mscz	False	43-79 (G2-G5)	mxl	Piano	59-79 (B3-G5)	Piano	43-67 (G2-G4)												
297	1: 4/4	1: 0	16	16	64.0	16	16	64.0		256.0	282	94	0	0	0	J. S. Bach	"Chorale 297:
Jesu, der du meine Seele"		"Chorale 297:
Jesu, der du meine Seele"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/297.mscz	False	43-75 (G2-Eb5)	mxl	Piano	60-75 (C4-Eb5)	Piano	43-67 (G2-G4)												
298	1: 3/4	1: 0	27	27	81.0	36	36	108.0		324.0	210	65	0	0	0	J. S. Bach	"Chorale 298:
Freu dich sehr, o meine Seele"		"Chorale 298:
Freu dich sehr, o meine Seele"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/298.mscz	False	43-81 (G2-A5)	mxl	Piano	60-81 (C4-A5)	Piano	43-65 (G2-F4)												
299	1: 4/4	1: 0	13	13	52.0	13	13	52.0		208.0	259	92	0	0	0	J. S. Bach	"Chorale 299:
Meinen Jesum lass ich nicht"		"Chorale 299:
Meinen Jesum lass ich nicht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/299.mscz	False	41-77 (F2-F5)	mxl	Piano	58-77 (Bb3-F5)	Piano	41-65 (F2-F4)												
300	1: 4/4	1: 0	11	10	40.0	11	10	40.0		160.0	181	60	0	0	0	J. S. Bach	"Chorale 300:
Warum betrübst du dich, mein Herz"		"Chorale 300:
Warum betrübst du dich, mein Herz"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/300.mscz	False	45-76 (A2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	45-67 (A2-G4)												
301	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	209	71	0	0	0	J. S. Bach	"Chorale 301:
Wo Gott der Herr nicht bei uns hält"		"Chorale 301:
Wo Gott der Herr nicht bei uns hält"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/301.mscz	False	41-74 (F2-D5)	mxl	Piano	58-74 (Bb3-D5)	Piano	41-66 (F2-F#4)												
302	1: 3/4	1: 0	23	22	63.0	32	31	87.0		252.0	240	101	0	0	0	J. S. Bach	"Chorale 302:
Hilf, Gott, dass mirs gelinge"		"Chorale 302:
Hilf, Gott, dass mirs gelinge"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/302.mscz	False	38-74 (D2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	38-65 (D2-F4)												
303	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	156	49	0	0	0	J. S. Bach	"Chorale 303:
Herr Christ, der einge Gottessohn"		"Chorale 303:
Herr Christ, der einge Gottessohn"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/303.mscz	False	41-72 (F2-C5)	mxl	Piano	57-72 (A3-C5)	Piano	41-62 (F2-D4)												
304	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	198	66	0	0	0	J. S. Bach	"Chorale 304:
Wo soll ich fliehen hin"		"Chorale 304:
Wo soll ich fliehen hin"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/304.mscz	False	43-77 (G2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	43-67 (G2-G4)												
305	1: 4/4	1: 0	15	14	55.0	22	21	79.0		220.0	238	84	0	0	0	J. S. Bach	"Chorale 305:
Wie schön leuchtet der Morgenstern"		"Chorale 305:
Wie schön leuchtet der Morgenstern"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/305.mscz	False	38-74 (D2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	38-66 (D2-F#4)												
306	1: 4/4	1: 0	20	19	72.0	27	26	96.0		288.0	358	128	0	0	0	J. S. Bach	"Chorale 306:
Es sind doch selig alle, die im rechten Glauben wandeln"		"Chorale 306:
Es sind doch selig alle, die im rechten Glauben wandeln"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/306.mscz	False	39-75 (Eb2-Eb5)	mxl	Piano	58-75 (Bb3-Eb5)	Piano	39-65 (Eb2-F4)												
307	1: 4/4	1: 0	17	17	68.0	17	17	68.0		272.0	323	119	0	0	0	J. S. Bach	"Chorale 307:
Christus, der uns selig macht"		"Chorale 307:
Christus, der uns selig macht"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/307.mscz	False	37-76 (C#2-E5)	mxl	Piano	55-76 (G3-E5)	Piano	37-65 (C#2-F4)												
308	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	167	56	0	0	0	J. S. Bach	"Chorale 308:
Herr Jesu Christ, meins Lebens Licht (melody #2)"		"Chorale 308:
Herr Jesu Christ, meins Lebens Licht (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/308.mscz	False	45-74 (A2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	45-68 (A2-G#4)												
309	1: 4/4	1: 0	19	18	68.0	24	23	84.0		272.0	333	123	0	0	0	J. S. Bach	"Chorale 309:
An Wasserflüssen Babylon"		"Chorale 309:
An Wasserflüssen Babylon"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/309.mscz	False	41-77 (F2-F5)	mxl	Piano	55-77 (G3-F5)	Piano	41-65 (F2-F4)												
310	1: 4/4	1: 0	10	9	32.0	15	14	48.0		128.0	157	51	0	0	0	J. S. Bach	"Chorale 310:
Machs mit mir, Gott, nach deiner Güt"		"Chorale 310:
Machs mit mir, Gott, nach deiner Güt"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/310.mscz	False	40-76 (E2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	40-68 (E2-G#4)												
311	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	202	75	0	0	0	J. S. Bach	"Chorale 311:
Jesus Christ, unser Herre"		"Chorale 311:
Jesus Christ, unser Herre"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/311.mscz	False	45-74 (A2-D5)	mxl	Piano	60-74 (C4-D5)	Piano	45-65 (A2-F4)												
312	1: 4/4	1: 0	17	16	64.0	17	16	64.0		236.0	259	88	0	0	0	J. S. Bach	"Chorale 312:
O Gott, du frommer Gott (melody #3)"		"Chorale 312:
O Gott, du frommer Gott (melody #3)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/312.mscz	False	40-76 (E2-E5)	mxl	Piano	57-76 (A3-E5)	Piano	40-64 (E2-E4)												
313	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	212	69	0	0	0	J. S. Bach	"Chorale 313:
Allein Gott in der Höh sei Ehr"		"Chorale 313:
Allein Gott in der Höh sei Ehr"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/313.mscz	False	43-74 (G2-D5)	mxl	Piano	60-74 (C4-D5)	Piano	43-64 (G2-E4)												
314	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	223	75	0	0	0	J. S. Bach	"Chorale 314:
Das alte Jahr vergangen ist"		"Chorale 314:
Das alte Jahr vergangen ist"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/314.mscz	False	39-76 (D#2-E5)	mxl	Piano	59-76 (B3-E5)	Piano	39-64 (D#2-E4)												
315	1: 4/4	1: 0	14	13	48.0	19	18	64.0		192.0	200	72	0	0	0	J. S. Bach	"Chorale 315:
O Gott, du frommer Gott (melody #2)"		"Chorale 315:
O Gott, du frommer Gott (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/315.mscz	False	43-78 (G2-F#5)	mxl	Piano	61-78 (C#4-F#5)	Piano	43-67 (G2-G4)												
316	1: 3/4	1: 0	20	19	57.0	20	19	57.0		202.0	157	58	0	0	0	J. S. Bach	"Chorale 316:
Christus, der ist mein Leben"		"Chorale 316:
Christus, der ist mein Leben"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/316.mscz	False	43-79 (G2-G5)	mxl	Piano	62-79 (D4-G5)	Piano	43-64 (G2-E4)												
317	1: 4/4	1: 0	14	13	48.0	20	19	68.0		192.0	202	66	0	0	0	J. S. Bach	"Chorale 317:
Aus tiefer Not schrei ich zu dir (melody #2)"		"Chorale 317:
Aus tiefer Not schrei ich zu dir (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/317.mscz	False	43-79 (G2-G5)	mxl	Piano	60-79 (C4-G5)	Piano	43-67 (G2-G4)												
318	1: 4/4	1: 0	13	13	52.0	18	18	72.0		188.0	209	74	0	0	0	J. S. Bach	"Chorale 318:
Aus tiefer Not schrei ich zu dir (melody #2)"		"Chorale 318:
Aus tiefer Not schrei ich zu dir (melody #2)"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/318.mscz	False	40-76 (E2-E5)	mxl	Piano	61-76 (C#4-E5)	Piano	40-66 (E2-F#4)												
319	1: 4/4	1: 0	17	17	68.0	17	17	68.0		264.0	299	112	0	0	0	J. S. Bach	"Chorale 319:
Heilig, heilig"		"Chorale 319:
Heilig, heilig"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/319.mscz	False	36-77 (C2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	36-65 (C2-F4)												
320	1: 4/4	1: 0	11	11	44.0	11	11	44.0		176.0	102	34	0	0	0	J. S. Bach	"Chorale 320:
Meine Seel erhebt den Herren [The German Magnificat]"		"Chorale 320:
Meine Seel erhebt den Herren [The German Magnificat]"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/320.mscz	False	42-76 (F#2-E5)	mxl	Piano	61-76 (C#4-E5)	Piano	42-66 (F#2-F#4)												
321	1: 4/4	1: 0	12	11	44.0	12	11	44.0		176.0	204	68	0	0	0	J. S. Bach	"Chorale 321:
Wir Christenleut habn jetzund Freud"		"Chorale 321:
Wir Christenleut habn jetzund Freud"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/321.mscz	False	42-74 (F#2-D5)	mxl	Piano	62-74 (D4-D5)	Piano	42-67 (F#2-G4)												
322	1: 4/4	1: 0	16	15	60.0	16	15	60.0		240.0	281	92	0	0	0	J. S. Bach	"Chorale 322:
Wenn mein Stündlein vorhanden ist"		"Chorale 322:
Wenn mein Stündlein vorhanden ist"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/322.mscz	False	38-74 (D2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	38-66 (D2-F#4)												
323	1: 4/4	1: 0	16	15	56.0	23	22	80.0		220.0	244	81	0	0	0	J. S. Bach	"Chorale 323:
Wie schön leuchtet der Morgenstern"		"Chorale 323:
Wie schön leuchtet der Morgenstern"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/323.mscz	False	38-77 (D2-F5)	mxl	Piano	60-77 (C4-F5)	Piano	38-64 (D2-E4)												
324	1: 4/4	1: 0	13	13	52.0	19	19	76.0		208.0	195	64	0	0	0	J. S. Bach	"Chorale 324:
Jesu, meine Freude"		"Chorale 324:
Jesu, meine Freude"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/324.mscz	False	40-79 (E2-G5)	mxl	Piano	59-79 (B3-G5)	Piano	40-66 (E2-F#4)												
325	1: 4/4	1: 0	13	12	48.0	13	12	48.0		192.0	203	63	0	0	0	J. S. Bach	"Chorale 325:
Mit Fried und Freud ich fahr dahin"		"Chorale 325:
Mit Fried und Freud ich fahr dahin"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/325.mscz	False	43-74 (G2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	43-64 (G2-E4)												
326	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	198	67	0	0	0	J. S. Bach	"Chorale 326:
Allein Gott in der Höh sei Ehr"		"Chorale 326:
Allein Gott in der Höh sei Ehr"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/326.mscz	False	44-76 (G#2-E5)	mxl	Piano	61-76 (C#4-E5)	Piano	44-66 (G#2-F#4)												
327	1: 4/4	1: 0	22	21	72.0	39	38	128.0		288.0	249	69	0	0	0	J. S. Bach	"Chorale 327:
Jesu, nun sei gepreiset"		"Chorale 327:
Jesu, nun sei gepreiset"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/327.mscz	False	38-79 (D2-G5)	mxl	Piano	63-79 (D#4-G5)	Piano	38-67 (D2-G4)												
328	1: 4/4	1: 0	10	10	40.0	15	15	60.0		160.0	160	61	0	0	0	J. S. Bach	"Chorale 328:
Liebster Jesu, wir sind hier"		"Chorale 328:
Liebster Jesu, wir sind hier"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/328.mscz	False	36-74 (C2-D5)	mxl	Piano	57-74 (A3-D5)	Piano	36-64 (C2-E4)												
329	1: 4/4	1: 0	12	11	40.0	17	16	56.0		160.0	222	73	0	0	0	J. S. Bach	"Chorale 329:
Es ist das Heil uns kommen her"		"Chorale 329:
Es ist das Heil uns kommen her"						2023-09-21	Linux			4.1.1	2.2.2.post1.dev46+gdbec962	Bach,_Johann_Sebastian/Chorales	Bach,_Johann_Sebastian/Chorales/329.mscz	False	43-79 (G2-G5)	mxl	Piano	59-79 (B3-G5)	Piano	43-69 (G2-A4)												
