mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	3
1	1	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	2
1	1	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	1
1	1	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4	0
2	2	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	21
2	2	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		1	55	G3	3	15
2	2	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		0	60	C4	4	10
2	2	1	1	0.5	0	0	4/4	1	1	1/8	1/8	1		0	72	C5	5	4
2	2	3/2	3/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	5
2	2	2	2	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		-1	53	F3	3	16
2	2	2	2	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	22
2	2	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	11
2	2	2	2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69	A4	4	6
2	2	5/2	5/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	23
2	2	5/2	5/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	17
2	2	5/2	5/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	7
2	2	3	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	24
2	2	3	3	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3	18
2	2	3	3	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		2	62	D4	4	12
2	2	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65	F4	4	8
2	2	7/2	7/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	19
2	2	7/2	7/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	13
2	2	4	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	25
2	2	4	4	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	1	0	60	C4	4	20
2	2	4	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	14
2	2	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	9
3	3	5	5	0.5	0	0	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	42
3	3	5	5	0.25	0	0	4/4	2	1	1/16	1/16	1	-1	0	60	C4	4	34
3	3	5	5	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	30
3	3	5	5	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	26
3	3	21/4	21/4	0.25	1/16	1/16	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	35
3	3	11/2	11/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	43
3	3	11/2	11/2	0.25	1/8	1/8	4/4	2	1	1/16	1/16	1		3	57	A3	3	36
3	3	23/4	23/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	37
3	3	6	6	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	44
3	3	6	6	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		-1	53	F3	3	38
3	3	6	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	31
3	3	6	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	27
3	3	13/2	13/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	45
3	3	13/2	13/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	39
3	3	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53	F3	3	46
3	3	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	40
3	3	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-1	65	F4	4	32
3	3	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	28
3	3	8	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	47
3	3	8	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	41
3	3	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	33
3	3	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	29
4	4	9	9	1.0	0	0	4/4	2	2	1/4	1/4	1		-1	53	F3	3	63
4	4	9	9	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	57
4	4	9	9	1.0	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	52
4	4	9	9	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	48
4	4	10	10	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	64
4	4	10	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	58
4	4	10	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	53
4	4	10	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	49
4	4	11	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		3	57	A3	3	65
4	4	11	11	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		0	60	C4	4	59
4	4	11	11	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		-1	65	F4	4	54
4	4	11	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	77	F5	5	50
4	4	23/2	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		5	59	B3	3	66
4	4	23/2	23/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	60
4	4	23/2	23/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	55
4	4	12	12	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		0	60	C4	4	67
4	4	12	12	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64	E4	4	61
4	4	12	12	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	56
4	4	12	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	51
4	4	25/2	25/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	68
4	4	25/2	25/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	62
5	5	13	13	0.5	0	0	4/4	2	2	1/8	1/8	1		-1	53	F3	3	83
5	5	13	13	0.5	0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3	77
5	5	13	13	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	73
5	5	13	13	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	69
5	5	27/2	27/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	84
5	5	27/2	27/2	0.25	1/8	1/8	4/4	2	1	1/16	1/16	1		5	59	B3	3	78
5	5	55/4	55/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	79
5	5	14	14	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	85
5	5	14	14	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	80
5	5	14	14	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	74
5	5	14	14	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	70
5	5	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3	86
5	5	15	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	81
5	5	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	75
5	5	15	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	71
5	5	16	16	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	87
5	5	16	16	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	82
5	5	16	16	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	76
5	5	16	16	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	72
6	6	17	17	1.0	0	0	4/4	2	2	1/4	1/4	1		-2	46	Bb2	2	104
6	6	17	17	0.75	0	0	4/4	2	1	3/16	1/8	3/2		-2	58	Bb3	3	97
6	6	17	17	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	92
6	6	17	17	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	88
6	6	71/4	71/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	98
6	6	18	18	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	105
6	6	18	18	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		1	55	G3	3	99
6	6	18	18	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	93
6	6	18	18	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	89
6	6	37/2	37/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	100
6	6	19	19	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		2	50	D3	3	106
6	6	19	19	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		2	62	D4	4	101
6	6	19	19	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		-1	65	F4	4	94
6	6	19	19	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	90
6	6	39/2	39/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	107
6	6	39/2	39/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	102
6	6	39/2	39/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	95
6	6	20	20	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	108
6	6	20	20	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	103
6	6	20	20	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	96
6	6	20	20	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	91
6	6	41/2	41/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		3	45	A2	2	109
7	7	21	21	0.5	0	0	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	119
7	7	21	21	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4	115
7	7	21	21	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	112
7	7	21	21	2.0	0	0	4/4	1	1	1/2	1/2	1		1	67	G4	4	110
7	7	43/2	43/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		1	43	G2	2	120
7	7	22	22	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	121
7	7	22	22	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	116
7	7	22	22	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	113
7	7	45/2	45/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	117
7	7	23	23	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-1	41	F2	2	122
7	7	23	23	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	118
7	7	23	23	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		0	60	C4	4	114
7	7	23	23	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65	F4	4	111
9	9	25	25	2.0	0	0	4/4	2	2	1/2	1/2	1		4	52	E3	3	129
9	9	25	25	2.0	0	0	4/4	2	1	1/2	1/2	1		0	60	C4	4	127
9	9	25	25	2.0	0	0	4/4	1	2	1/2	1/2	1		1	67	G4	4	125
9	9	25	25	2.0	0	0	4/4	1	1	1/2	1/2	1		0	72	C5	5	123
9	9	27	27	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		-1	53	F3	3	130
9	9	27	27	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		0	60	C4	4	128
9	9	27	27	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		3	69	A4	4	124
9	9	27	27	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		3	69	A4	4	126
10	10	29	29	2.0	0	0	4/4	2	2	1/2	1/2	1		4	52	E3	3	137
10	10	29	29	2.0	0	0	4/4	2	1	1/2	1/2	1		0	60	C4	4	135
10	10	29	29	2.0	0	0	4/4	1	2	1/2	1/2	1		1	67	G4	4	133
10	10	29	29	2.0	0	0	4/4	1	1	1/2	1/2	1		0	72	C5	5	131
10	10	31	31	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		-1	53	F3	3	138
10	10	31	31	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		0	60	C4	4	136
10	10	31	31	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		-1	65	F4	4	134
10	10	31	31	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		3	69	A4	4	132
11	11	33	33	0.5	0	0	4/4	2	2	1/8	1/8	1		-1	41	F2	2	153
11	11	33	33	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	148
