mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	3
1	1	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	2
1	1	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	1
1	1	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	0
2	2	1	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	21
2	2	1	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	15
2	2	1	0.5	0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	8
2	2	1	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	4
2	2	3/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	9
2	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	22
2	2	2	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	16
2	2	2	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		0	60	C4	4	10
2	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	5
2	2	5/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	17
2	2	5/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	11
2	2	3	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48	C3	3	23
2	2	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	18
2	2	3	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	12
2	2	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	6
2	2	7/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	24
2	2	7/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	13
2	2	4	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	25
2	2	4	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	19
2	2	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	14
2	2	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	7
2	2	9/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	26
2	2	9/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	20
3	3	5	1.0	0	0	4/4	2	2	1/4	1/4	1		1	55	G3	3	41
3	3	5	0.5	0	0	4/4	2	1	1/8	1/8	1		4	64	E4	4	35
3	3	5	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	31
3	3	5	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	27
3	3	11/2	0.25	1/8	1/8	4/4	2	1	1/16	1/16	1		2	62	D4	4	36
3	3	23/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	37
3	3	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	43	G2	2	42
3	3	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	38
3	3	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	32
3	3	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	28
3	3	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3	43
3	3	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	E4	4	39
3	3	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	33
3	3	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	29
3	3	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	44
3	3	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	40
3	3	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	34
3	3	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	30
4	4	9	1.0	0	0	4/4	2	2	1/4	1/4	1		1	55	G3	3	57
4	4	9	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4	53
4	4	9	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	49
4	4	9	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	45
4	4	10	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	58
4	4	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	54
4	4	10	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	50
4	4	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	46
4	4	21/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	59
4	4	21/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	51
4	4	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		-1	53	F3	3	60
4	4	11	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	55
4	4	11	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		3	69	A4	4	52
4	4	11	1.5	1/2	1/2	4/4	1	1	3/8	1/4	3/2		2	74	D5	5	47
4	4	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	61
4	4	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	57	A3	3	62
4	4	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	1	4	64	E4	4	56
4	4	25/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	48
5	5	13	0.5	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3	74
5	5	13	1.0	0	0	4/4	2	1	1/4	1/4	1	-1	4	64	E4	4	70
5	5	13	1.0	0	0	4/4	1	2	1/4	1/4	1		8	68	G#4	4	66
5	5	13	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	63
5	5	27/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	75
5	5	14	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		0	48	C3	3	76
5	5	14	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	71
5	5	14	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	67
5	5	14	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	64
5	5	29/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		3	45	A2	2	77
5	5	15	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		4	52	E3	3	78
5	5	15	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2		4	64	E4	4	72
5	5	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4	68
5	5	15	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		5	71	B4	4	65
5	5	16	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68	G#4	4	69
5	5	33/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	73
6	6	17	3.0	0	0	4/4	2	2	3/4	1/2	3/2		3	45	A2	2	82
6	6	17	3.0	0	0	4/4	2	1	3/4	1/2	3/2		0	60	C4	4	81
6	6	17	3.0	0	0	4/4	1	2	3/4	1/2	3/2		4	64	E4	4	80
6	6	17	3.0	0	0	4/4	1	1	3/4	1/2	3/2		3	69	A4	4	79
7	7	20	0.5	0	3/4	4/4	2	2	1/8	1/8	1		3	57	A3	3	87
7	7	20	0.5	0	3/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	85
7	7	20	1.0	0	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	84
7	7	20	1.0	0	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	83
7	7	41/2	0.5	1/8	7/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	88
7	7	41/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	86
8	8	21	1.0	0	0	4/4	2	2	1/4	1/4	1		6	54	F#3	3	102
8	8	21	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	98
8	8	21	0.5	0	0	4/4	1	2	1/8	1/8	1		2	62	D4	4	93
8	8	21	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	89
8	8	43/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	94
8	8	22	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	103
8	8	22	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	99
8	8	22	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	95
8	8	22	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	90
8	8	45/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	104
8	8	23	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		1	55	G3	3	105
8	8	23	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2		2	62	D4	4	100
8	8	23	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		1	67	G4	4	96
8	8	23	1.5	1/2	1/2	4/4	1	1	3/8	1/4	3/2		5	71	B4	4	91
8	8	47/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	106
8	8	24	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	107
8	8	49/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	108
8	8	49/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-3	63	Eb4	4	101
8	8	49/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	92
8	8	49/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	97
9	9	25	0.5	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3	121
9	9	25	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	117
9	9	25	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	113
9	9	25	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	109
9	9	51/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	122
9	9	26	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	123
9	9	26	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	118
9	9	26	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	114
9	9	26	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	110
9	9	53/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	124
9	9	27	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48	C3	3	125
9	9	27	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	119
9	9	27	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	115
9	9	27	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	111
9	9	55/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		3	45	A2	2	126
9	9	28	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	127
9	9	28	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	120
9	9	28	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	116
9	9	28	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	112
10	10	29	1.0	0	0	4/4	2	2	1/4	1/4	1		1	43	G2	2	140
10	10	29	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	136
10	10	29	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4	132
10	10	29	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	128
10	10	30	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	141
10	10	30	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	137
10	10	30	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	133
10	10	30	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	129
10	10	31	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	138
10	10	31	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		0	60	C4	4	142
10	10	31	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	134
10	10	31	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	130
10	10	63/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		5	59	B3	3	143
10	10	32	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		3	57	A3	3	144
10	10	32	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	139
10	10	32	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	135
10	10	32	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	131
10	10	65/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		8	56	G#3	3	145
11	11	33	1.0	0	0	4/4	2	2	1/4	1/4	1		3	57	A3	3	161
