mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	3/4	4/4	2	2	1/8	1/8	1		-2	58	Bb3	3	3
1	1	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	2
1	1	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	1
1	1	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	0
1	1	1/2	0.5	1/8	7/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	4
2	2	1	0.5	0	0	4/4	2	2	1/8	1/8	1		1	55	G3	3	20
2	2	1	0.5	0	0	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	15
2	2	1	0.5	0	0	4/4	1	2	1/8	1/8	1		1	67	G4	4	9
2	2	1	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	5
2	2	3/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	21
2	2	3/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	16
2	2	3/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	10
2	2	2	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	22
2	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	17
2	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	11
2	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	6
2	2	5/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	23
2	2	3	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		-3	51	Eb3	3	24
2	2	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	18
2	2	3	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		1	67	G4	4	12
2	2	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	7
2	2	7/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	25
2	2	7/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	13
2	2	4	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-3	51	Eb3	3	26
2	2	4	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-1	65	F4	4	19
2	2	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	14
2	2	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	8
2	2	9/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	27
3	3	5	1.0	0	0	4/4	2	2	1/4	1/4	1		0	48	C3	3	43
3	3	5	0.5	0	0	4/4	2	1	1/8	1/8	1		-3	63	Eb4	4	38
3	3	5	0.5	0	0	4/4	1	2	1/8	1/8	1		-2	70	Bb4	4	33
3	3	5	1.0	0	0	4/4	1	1	1/4	1/4	1		-3	75	Eb5	5	28
3	3	11/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	39
3	3	11/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	34
3	3	6	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	44
3	3	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-1	65	F4	4	40
3	3	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	35
3	3	6	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		2	74	D5	5	29
3	3	13/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		-3	51	Eb3	3	45
3	3	13/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	30
3	3	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53	F3	3	46
3	3	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-1	65	F4	4	41
3	3	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4	36
3	3	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	31
3	3	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		-3	51	Eb3	3	47
3	3	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	42
3	3	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	37
3	3	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	32
4	4	9	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	62
4	4	9	0.5	0	0	4/4	2	1	1/8	1/8	1		2	62	D4	4	57
4	4	9	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	53
4	4	9	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	48
4	4	19/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	58
4	4	10	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	63
4	4	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	59
4	4	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	54
4	4	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	49
4	4	21/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	64
4	4	11	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3	65
4	4	11	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	60
4	4	11	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	55
4	4	11	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	50
4	4	23/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	51
4	4	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	66
4	4	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	61
4	4	12	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	56
4	4	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	52
5	5	13	3.0	0	0	4/4	2	2	3/4	1/2	3/2		-2	46	Bb2	2	75
5	5	13	3.0	0	0	4/4	2	1	3/4	1/2	3/2		2	62	D4	4	72
5	5	13	3.0	0	0	4/4	1	2	3/4	1/2	3/2		-1	65	F4	4	69
5	5	13	3.0	0	0	4/4	1	1	3/4	1/2	3/2		-2	70	Bb4	4	67
5	5	16	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	76
5	5	16	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	73
5	5	16	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	70
5	5	16	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	68
5	5	33/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	77
5	5	33/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	74
5	5	33/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	71
6	6	17	0.5	0	0	4/4	2	2	1/8	1/8	1		3	57	A3	3	96
6	6	17	0.5	0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4	91
6	6	17	0.5	0	0	4/4	1	2	1/8	1/8	1		-1	65	F4	4	85
6	6	17	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	78
6	6	35/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		-2	58	Bb3	3	97
6	6	35/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	92
6	6	35/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	86
6	6	18	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	60	C4	4	98
6	6	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-3	63	Eb4	4	93
6	6	18	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		3	69	A4	4	87
6	6	18	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	79
6	6	37/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	88
6	6	19	1.5	1/2	1/2	4/4	2	2	3/8	1/4	3/2		6	54	F#3	3	99
6	6	19	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	94
6	6	19	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		3	69	A4	4	89
6	6	19	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		0	72	C5	5	80
6	6	39/2	0.25	5/8	5/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	81
6	6	79/4	0.25	11/16	11/16	4/4	1	1	1/16	1/16	1		-3	75	Eb5	5	82
6	6	20	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	95
6	6	20	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74	D5	5	83
6	6	41/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	100
6	6	41/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	90
6	6	41/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	84
7	7	21	0.5	0	0	4/4	2	2	1/8	1/8	1		1	55	G3	3	113
7	7	21	1.0	0	0	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	109
7	7	21	0.5	0	0	4/4	1	2	1/8	1/8	1		2	62	D4	4	104
7	7	21	2.0	0	0	4/4	1	1	1/2	1/2	1		-2	70	Bb4	4	101
7	7	43/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	114
7	7	43/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	105
7	7	22	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		-3	51	Eb3	3	115
7	7	22	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-4	56	Ab3	3	110
7	7	22	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	106
7	7	45/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	116
7	7	23	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-3	51	Eb3	3	117
7	7	23	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3	111
7	7	23	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-3	63	Eb4	4	107
7	7	23	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	102
7	7	24	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	118
7	7	24	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	112
7	7	24	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	108
7	7	24	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	103
