mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	5
1	1	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	4
1	1	0	0	0.5	0	3/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	1
1	1	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	0
1	1	1/2	1/2	0.25	1/8	7/8	4/4	1	2	1/16	1/16	1		-1	65	F4	4	2
1	1	3/4	3/4	0.25	3/16	15/16	4/4	1	2	1/16	1/16	1		1	67	G4	4	3
2	2	1	1	0.5	0	0	4/4	2	2	1/8	1/8	1		2	50	D3	3	27
2	2	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4	20
2	2	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	14
2	2	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	6
2	2	3/2	3/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	28
2	2	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		-2	46	Bb2	2	29
2	2	2	2	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	21
2	2	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	15
2	2	2	2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	7
2	2	5/2	5/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	22
2	2	5/2	5/2	0.25	3/8	3/8	4/4	1	1	1/16	1/16	1		0	72	C5	5	8
2	2	11/4	11/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	9
2	2	3	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3	30
2	2	3	3	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3	23
2	2	3	3	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		-1	65	F4	4	16
2	2	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	10
2	2	7/2	7/2	0.25	5/8	5/8	4/4	2	1	1/16	1/16	1		1	55	G3	3	24
2	2	7/2	7/2	0.25	5/8	5/8	4/4	1	2	1/16	1/16	1		4	64	E4	4	17
2	2	15/4	15/4	0.25	11/16	11/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3	25
2	2	15/4	15/4	0.25	11/16	11/16	4/4	1	2	1/16	1/16	1		2	62	D4	4	18
2	2	4	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	31
2	2	4	4	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	26
2	2	4	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	19
2	2	4	4	0.25	3/4	3/4	4/4	1	1	1/16	1/16	1		-2	70	Bb4	4	11
2	2	17/4	17/4	0.25	13/16	13/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	12
2	2	9/2	9/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	13
3	3	5	5	1.0	0	0	4/4	2	2	1/4	1/4	1		-1	41	F2	2	48
3	3	5	5	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	42
3	3	5	5	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	37
3	3	5	5	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	32
3	3	6	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	49
3	3	6	6	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	43
3	3	6	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	38
3	3	6	6	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69	A4	4	33
3	3	13/2	13/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	44
3	3	13/2	13/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	34
3	3	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3	50
3	3	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	E4	4	45
3	3	7	7	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		1	67	G4	4	39
3	3	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	35
3	3	15/2	15/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	40
3	3	8	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	51
3	3	8	8	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	46
3	3	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4	36
3	3	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	41
3	3	17/2	17/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-1	53	F3	3	47
4	4	9	9	0.5	0	0	4/4	2	2	1/8	1/8	1		0	48	C3	3	63
4	4	9	9	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	59
4	4	9	9	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	55
4	4	9	9	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	52
