mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	3
1	1	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	2
1	1	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	1
1	1	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4	0
2	2	1	0.5	0	0	4/4	2	2	1/8	1/8	1		3	45	A2	2	15
2	2	1	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	10
2	2	1	1.0	0	0	4/4	1	2	1/4	1/4	1		0	60	C4	4	7
2	2	1	1.0	0	0	4/4	1	1	1/4	1/4	1		-1	65	F4	4	4
2	2	3/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	16
2	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	17
2	2	2	0.25	1/4	1/4	4/4	2	1	1/16	1/16	1		1	55	G3	3	11
2	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	8
2	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	5
2	2	9/4	0.25	5/16	5/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	12
2	2	5/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	13
2	2	3	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		-1	41	F2	2	18
2	2	3	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		3	57	A3	3	14
2	2	3	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		0	60	C4	4	9
2	2	3	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		-1	65	F4	4	6
3	3	5	1.5	0	0	4/4	2	2	3/8	1/4	3/2		-1	53	F3	3	34
3	3	5	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	29
3	3	5	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	23
3	3	5	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	19
3	3	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	30
3	3	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	24
3	3	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	20
3	3	13/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	35
3	3	7	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		2	50	D3	3	36
3	3	7	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		2	62	D4	4	31
3	3	7	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		-1	65	F4	4	25
3	3	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	21
3	3	15/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	37
3	3	15/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	32
3	3	15/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	26
3	3	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	38
3	3	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	33
3	3	8	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	27
3	3	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	22
3	3	17/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1	1	-1	65	F4	4	28
4	4	9	1.0	0	0	4/4	2	2	1/4	1/4	1		0	48	C3	3	54
4	4	9	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	48
4	4	9	0.5	0	0	4/4	1	2	1/8	1/8	1	-1	-1	65	F4	4	43
4	4	9	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	39
4	4	19/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	44
4	4	10	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		5	47	B2	2	55
4	4	10	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		1	55	G3	3	49
4	4	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	45
4	4	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	40
4	4	21/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1	1	-1	53	F3	3	50
4	4	11	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3	56
4	4	11	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1	-1	-1	53	F3	3	51
4	4	11	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		0	60	C4	4	46
4	4	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	41
4	4	23/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52	E3	3	52
4	4	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	57
4	4	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-1	53	F3	3	53
4	4	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	60	C4	4	42
4	4	12	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	47
5	5	13	1.0	0	0	4/4	2	2	1/4	1/4	1		-2	46	Bb2	2	74
5	5	13	0.5	0	0	4/4	2	1	1/8	1/8	1		-1	53	F3	3	68
5	5	13	1.0	0	0	4/4	1	2	1/4	1/4	1		-2	58	Bb3	3	63
5	5	13	0.5	0	0	4/4	1	1	1/8	1/8	1		2	62	D4	4	58
5	5	27/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	69
5	5	27/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	59
5	5	14	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		3	45	A2	2	75
5	5	14	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	70
5	5	14	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		0	60	C4	4	64
5	5	14	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4	60
5	5	29/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	76
5	5	29/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	65
5	5	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3	77
5	5	15	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		1	55	G3	3	71
5	5	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		0	60	C4	4	66
5	5	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65	F4	4	61
5	5	31/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	72
5	5	16	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		0	36	C2	2	78
5	5	16	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	73
5	5	16	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	67
5	5	16	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	62
6	6	17	2.0	0	0	4/4	2	2	1/2	1/2	1		-1	41	F2	2	87
6	6	17	2.0	0	0	4/4	2	1	1/2	1/2	1		3	57	A3	3	84
6	6	17	2.0	0	0	4/4	1	2	1/2	1/2	1		0	60	C4	4	82
6	6	17	2.0	0	0	4/4	1	1	1/2	1/2	1		-1	65	F4	4	79
6	6	20	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		-1	41	F2	2	88
6	6	20	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	85
6	6	20	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	83
6	6	20	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-1	65	F4	4	80
6	6	41/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	86
6	6	41/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	81
7	7	21	1.5	0	0	4/4	2	2	3/8	1/4	3/2		-1	53	F3	3	101
