mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	4
1	1	0	0.5	0	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	2
1	1	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	1
1	1	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	0
1	1	1/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	3
2	2	1	0.5	0	0	4/4	2	2	1/8	1/8	1		3	45	A2	2	21
2	2	1	0.5	0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4	14
2	2	1	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	10
2	2	1	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	5
2	2	3/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	22
2	2	3/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	15
2	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	23
2	2	2	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	16
2	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	11
2	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	6
2	2	5/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	17
2	2	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-1	41	F2	2	24
2	2	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	18
2	2	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-1	65	F4	4	12
2	2	3	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		0	72	C5	5	7
2	2	7/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		2	74	D5	5	8
2	2	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	25
2	2	4	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		1	55	G3	3	19
2	2	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	13
2	2	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-3	75	Eb5	5	9
2	2	9/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	20
3	3	5	0.5	0	0	4/4	2	2	1/8	1/8	1		2	50	D3	3	40
3	3	5	1.0	0	0	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	36
3	3	5	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	31
3	3	5	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	26
3	3	11/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		-3	51	Eb3	3	41
3	3	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	42
3	3	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	37
3	3	6	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	32
3	3	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	27
3	3	13/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	33
3	3	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	43
3	3	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	38
3	3	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	34
3	3	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	28
3	3	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	44
3	3	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	39
3	3	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	35
3	3	8	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		0	72	C5	5	29
3	3	17/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	30
4	4	9	0.5	0	0	4/4	2	1	1/8	1/8	1		-1	53	F3	3	57
4	4	9	1.0	0	0	4/4	2	2	1/4	1/4	1		-1	53	F3	3	63
4	4	9	1.0	0	0	4/4	1	2	1/4	1/4	1		0	60	C4	4	51
4	4	9	0.5	0	0	4/4	1	1	1/8	1/8	1		3	69	A4	4	45
4	4	19/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	58
4	4	19/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	46
4	4	10	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		-1	41	F2	2	64
4	4	10	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	59
4	4	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	52
4	4	10	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65	F4	4	47
4	4	21/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	60
4	4	21/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	48
4	4	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		-1	53	F3	3	65
4	4	11	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	61
4	4	11	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		-1	65	F4	4	53
4	4	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	49
4	4	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	66
4	4	23/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	54
4	4	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	67
4	4	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	62
4	4	12	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	55
4	4	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	50
4	4	25/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	56
5	5	13	1.0	0	0	4/4	2	2	1/4	1/4	1		0	48	C3	3	81
5	5	13	0.5	0	0	4/4	2	1	1/8	1/8	1		1	55	G3	3	77
5	5	13	0.75	0	0	4/4	1	2	3/16	1/8	3/2		4	64	E4	4	72
5	5	13	0.75	0	0	4/4	1	1	3/16	1/8	3/2		0	72	C5	5	68
5	5	27/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		0	60	C4	4	78
5	5	55/4	0.25	3/16	3/16	4/4	1	2	1/16	1/16	1		-1	65	F4	4	73
5	5	55/4	0.25	3/16	3/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	69
5	5	14	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	43	G2	2	82
5	5	14	0.75	1/4	1/4	4/4	1	2	3/16	1/8	3/2		1	67	G4	4	74
5	5	14	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	70
5	5	29/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	79
5	5	59/4	0.25	7/16	7/16	4/4	1	2	1/16	1/16	1		-1	65	F4	4	75
5	5	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3	83
5	5	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	80
5	5	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	76
5	5	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	71
6	6	16	0.5	0	3/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	88
6	6	16	1.0	0	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	87
6	6	16	0.5	0	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	85
6	6	16	1.0	0	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	84
6	6	33/2	0.5	1/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	89
6	6	33/2	0.5	1/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	86
7	7	17	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	106
7	7	17	0.5	0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3	100
7	7	17	1.0	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	94
7	7	17	1.0	0	0	4/4	1	1	1/4	1/4	1		-1	77	F5	5	90
7	7	35/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	101
7	7	18	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	107
7	7	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	102
7	7	18	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	95
7	7	18	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	91
7	7	37/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	108
7	7	19	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	109
7	7	19	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59	B3	3	103
7	7	19	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		1	67	G4	4	96
7	7	19	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	92
7	7	39/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	104
7	7	39/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	97
7	7	20	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		0	48	C3	3	110
7	7	20	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	105
7	7	20	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	98
7	7	20	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	93
7	7	41/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	111
7	7	41/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	99
8	8	21	0.5	0	0	4/4	2	2	1/8	1/8	1		3	45	A2	2	131
8	8	21	0.5	0	0	4/4	2	1	1/8	1/8	1		-1	53	F3	3	125
8	8	21	0.5	0	0	4/4	1	2	1/8	1/8	1		0	60	C4	4	117
8	8	21	0.5	0	0	4/4	1	1	1/8	1/8	1		-1	77	F5	5	112
8	8	43/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		-1	41	F2	2	132
8	8	43/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	126
8	8	43/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	118
8	8	43/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		4	76	E5	5	113
8	8	22	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	43	G2	2	133
8	8	22	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	127
8	8	22	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	119
8	8	22	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	114
8	8	45/2	0.25	3/8	3/8	4/4	1	2	1/16	1/16	1		1	67	G4	4	120
8	8	91/4	0.25	7/16	7/16	4/4	1	2	1/16	1/16	1		-1	65	F4	4	121
8	8	23	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3	134
8	8	23	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	128
8	8	23	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	122
8	8	23	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	115
8	8	24	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	135
8	8	24	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	129
8	8	24	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	123
8	8	24	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	116
8	8	49/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	130
8	8	49/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	124
9	9	25	0.5	0	0	4/4	2	2	1/8	1/8	1		-1	41	F2	2	152
9	9	25	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	147
9	9	25	0.5	0	0	4/4	1	2	1/8	1/8	1		3	69	A4	4	141
9	9	25	1.0	0	0	4/4	1	1	1/4	1/4	1		-1	77	F5	5	136
9	9	51/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		1	43	G2	2	153
9	9	51/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		-2	70	Bb4	4	142
9	9	26	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	154
9	9	26	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		-1	65	F4	4	148
9	9	26	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		3	69	A4	4	143
9	9	26	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	137
9	9	53/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	149
9	9	53/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	144
9	9	27	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	155
9	9	27	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	150
9	9	27	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-1	65	F4	4	145
9	9	27	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	138
9	9	55/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	156
9	9	28	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	157
9	9	28	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	151
9	9	28	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	146
9	9	28	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		3	69	A4	4	139
9	9	57/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	140
10	10	29	0.5	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3	173
10	10	29	0.5	0	0	4/4	2	1	1/8	1/8	1		1	55	G3	3	167
10	10	29	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	162
10	10	29	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	158
10	10	59/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	174
10	10	59/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	168
10	10	30	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	175
10	10	30	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	169
10	10	30	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	163
10	10	30	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	159
10	10	61/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	170
10	10	61/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	164
10	10	31	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	176
10	10	31	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	171
10	10	31	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	165
10	10	31	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	160
10	10	32	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		3	45	A2	2	177
10	10	32	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	172
10	10	32	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	166
10	10	32	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	161
10	10	65/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	178
11	11	33	1.0	0	0	4/4	2	2	1/4	1/4	1		0	48	C3	3	195
11	11	33	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	189
11	11	33	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	184
11	11	33	0.5	0	0	4/4	1	1	1/8	1/8	1		1	67	G4	4	179
11	11	67/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	180
